recipe,cell,selection,target_mean,target_std,target_count,composite_mean,composite_std,composite_count,shannon_mean,shannon_std,shannon_count,motif_corr_mean,motif_corr_std,motif_corr_count
nodpsA_K8_div0p5,THP1,top128_unique_archive_by_composite,4.068409363428752,0.07883605900739235,3,3.136079748471578,0.03473520267154841,3,1.285635170800447,0.06885945938844404,3,0.7732073545889707,0.08329979307992551,3
nodpsA_K8_div10p0,JURKAT,top128_by_target,7.863834540049235,0.0315566273152758,3,5.772497336069743,0.0362036693749207,3,1.78310054497448,0.009148341373605,3,0.9249178818546456,0.0045737620661189,3
nodpsA_K8_div10p0,JURKAT,top128_greedy_hamming_archive,8.148524602254232,0.0186569283843852,3,6.019216775894165,0.0447490770651284,3,1.6704080452729435,0.0559440195277792,3,0.930606454502684,0.0204110996115693,3
nodpsA_K8_div10p0,JURKAT,top128_map_dpp_archive,7.80379565556844,0.0479142197325005,3,5.925652106602986,0.0625843252877862,3,1.849791900485477,0.0108232197118681,3,0.9395372920803154,0.0094528172480627,3
nodpsA_K8_div10p0,JURKAT,top128_unique_archive_by_composite,8.013614813486734,0.0248617398085186,3,6.1671364307403564,0.036609486810795,3,1.59713898860297,0.0370911694881542,3,0.9211432846151152,0.0209233745767963,3
nodpsA_K8_div10p0,K562,top128_by_target,6.6538058916727705,0.0403851935573405,3,4.335002581278483,0.0158687927101164,3,1.875457654032391,0.0139937761951104,3,0.7005298982502378,0.0687410842160283,3
nodpsA_K8_div10p0,K562,top128_greedy_hamming_archive,6.867944717407227,0.0195487760943274,3,4.459494352340698,0.0113295115321232,3,1.791761310094717,0.0137158445935683,3,0.7440972096875003,0.009694969097929,3
nodpsA_K8_div10p0,K562,top128_map_dpp_archive,6.096981684366862,0.1384131799028914,3,4.724590341250102,0.0189377130981041,3,1.9403753697674988,0.0030331351588321,3,0.8715195382009159,0.0674647805056874,3
nodpsA_K8_div10p0,K562,top128_unique_archive_by_composite,5.950860977172852,0.263390508040252,3,4.898919920126597,0.0891731405830923,3,1.658665803572296,0.208852252257412,3,0.8838407453742176,0.0685170509266863,3
nodpsA_K8_div10p0,THP1,top128_by_target,4.325421651204427,0.0295726990896415,3,2.142213503519694,0.0140385498850458,3,1.9043403261834675,0.0117506142535466,3,0.7201584432577821,0.0250880866509672,3
